tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1092					Ma	This study	
>>>>>>>>>>
tab	locations
location	age	age_high	age_low	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay complex	1092	1091.83	1091.61	Ma	47.2	47.2	268.6	268.6	Igneous:Intrusive	Diabase	Outcrop		This study
>>>>>>>>>>
tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BD1-10a_LP-DIR-AF-15	BD1-10a	BD1-10a_LP-DIR-AF	0.4	132.5	18.3	0.018	0	0	0	14	273	This study	hargrave 2019-09-14 20:41:49	LT-AF-Z:LP-DIR-AF	g	15	u	8	273			pmagpy-4.2.24-1	3.68e-06	1.16e-08	2.23e-08	1.66e-08
BD1-10a_LP-DIR-AF-16	BD1-10a	BD1-10a_LP-DIR-AF	0.4	132.6	18.8	0.02	0	0	0	15	273	This study	hargrave 2019-09-14 20:43:08	LT-AF-Z:LP-DIR-AF	g	16	u	8	273			pmagpy-4.2.24-1	3.02e-06	9.109999999999999e-09	1.71e-08	1.3600000000000001e-08
BD1-10a_LP-DIR-AF-17	BD1-10a	BD1-10a_LP-DIR-AF	0.4	133.0	19.5	0.025	0	0	0	16	273	This study	hargrave 2019-09-14 20:44:27	LT-AF-Z:LP-DIR-AF	g	17	u	8	273			pmagpy-4.2.24-1	1.99e-06	6.65e-09	1.1299999999999999e-08	8.65e-09
BD1-10a_LP-DIR-AF-18	BD1-10a	BD1-10a_LP-DIR-AF	0.4	133.1	18.8	0.03	0	0	0	17	273	This study	hargrave 2019-09-14 20:45:46	LT-AF-Z:LP-DIR-AF	g	18	u	8	273			pmagpy-4.2.24-1	1.3e-06	4.5e-09	6.870000000000001e-09	5.86e-09
BD1-10a_LP-DIR-AF-19	BD1-10a	BD1-10a_LP-DIR-AF	0.4	131.5	20.1	0.035	0	0	0	18	273	This study	hargrave 2019-09-14 20:47:05	LT-AF-Z:LP-DIR-AF	g	19	u	8	273			pmagpy-4.2.24-1	8.87e-07	3.13e-09	4.1600000000000005e-09	3.8200000000000005e-09
BD1-10a_LP-DIR-AF-20	BD1-10a	BD1-10a_LP-DIR-AF	0.4	130.8	21.1	0.04	0	0	0	19	273	This study	hargrave 2019-09-14 20:48:24	LT-AF-Z:LP-DIR-AF	g	20	u	8	273			pmagpy-4.2.24-1	6.34e-07	2.64e-09	3.24e-09	2.7399999999999996e-09
BD1-10a_LP-DIR-AF-21	BD1-10a	BD1-10a_LP-DIR-AF	0.4	130.4	17.6	0.045	0	0	0	20	273	This study	hargrave 2019-09-14 20:49:43	LT-AF-Z:LP-DIR-AF	g	21	u	8	273			pmagpy-4.2.24-1	4.78e-07	1.89e-09	2.13e-09	2.0600000000000003e-09
BD1-10a_LP-DIR-AF-22	BD1-10a	BD1-10a_LP-DIR-AF	0.4	128.9	20.9	0.05	0	0	0	21	273	This study	hargrave 2019-09-14 20:51:02	LT-AF-Z:LP-DIR-AF	g	22	u	8	273			pmagpy-4.2.24-1	3.7799999999999997e-07	1.6300000000000002e-09	1.61e-09	1.66e-09
BD1-10a_LP-DIR-AF-23	BD1-10a	BD1-10a_LP-DIR-AF	0.4	128.1	21.6	0.055	0	0	0	22	273	This study	hargrave 2019-09-14 20:52:21	LT-AF-Z:LP-DIR-AF	g	23	u	8	273			pmagpy-4.2.24-1	3.02e-07	1.26e-09	1.0300000000000002e-09	1.3e-09
BD1-10a_LP-DIR-AF-24	BD1-10a	BD1-10a_LP-DIR-AF	0.4	126.7	20.2	0.06	0	0	0	23	273	This study	hargrave 2019-09-14 20:53:40	LT-AF-Z:LP-DIR-AF	g	24	u	8	273			pmagpy-4.2.24-1	2.37e-07	1.0800000000000002e-09	8.22e-10	1.0300000000000002e-09
BD1-10a_LP-DIR-AF-25	BD1-10a	BD1-10a_LP-DIR-AF	0.5	134.4	29	0.065	0	0	0	24	273	This study	hargrave 2019-09-14 20:54:59	LT-AF-Z:LP-DIR-AF	g	25	u	8	273			pmagpy-4.2.24-1	1.87e-07	1.06e-09	8.76e-10	7.54e-10
BD1-10a_LP-DIR-AF-26	BD1-10a	BD1-10a_LP-DIR-AF	0.3	132.1	14.1	0.07	0	0	0	25	273	This study	hargrave 2019-09-14 20:56:18	LT-AF-Z:LP-DIR-AF	g	26	u	8	273			pmagpy-4.2.24-1	1.8600000000000002e-07	9.75e-10	7.84e-10	7.320000000000001e-10
BD1-10a_LP-DIR-AF-27	BD1-10a	BD1-10a_LP-DIR-AF	0.4	127.7	31.6	0.075	0	0	0	26	273	This study	hargrave 2019-09-14 20:57:37	LT-AF-Z:LP-DIR-AF	g	27	u	8	273			pmagpy-4.2.24-1	1.66e-07	8.24e-10	4.880000000000001e-10	6.92e-10
BD1-10a_LP-DIR-AF-28	BD1-10a	BD1-10a_LP-DIR-AF	0.6	114.7	35	0.08	0	0	0	27	273	This study	hargrave 2019-09-14 20:58:56	LT-AF-Z:LP-DIR-AF	g	28	u	8	273			pmagpy-4.2.24-1	1.14e-07	1.06e-09	4.03e-10	4.14e-10
BD1-10a_LP-DIR-AF-29	BD1-10a	BD1-10a_LP-DIR-AF	0.4	142.9	21.2	0.085	0	0	0	28	273	This study	hargrave 2019-09-14 21:00:16	LT-AF-Z:LP-DIR-AF	g	29	u	8	273			pmagpy-4.2.24-1	1.1599999999999999e-07	5.33e-10	5.28e-10	4.3900000000000003e-10
BD1-10a_LP-DIR-AF-30	BD1-10a	BD1-10a_LP-DIR-AF	0.4	153.3	41.1	0.09	0	0	0	29	273	This study	hargrave 2019-09-14 21:01:35	LT-AF-Z:LP-DIR-AF	g	30	u	8	273			pmagpy-4.2.24-1	8.48e-08	7.79e-10	4.21e-10	2.51e-10
BD1-10a_LP-DIR-AF-31	BD1-10a	BD1-10a_LP-DIR-AF	0.5	148.3	43.9	0.095	0	0	0	30	273	This study	hargrave 2019-09-14 21:02:54	LT-AF-Z:LP-DIR-AF	g	31	u	8	273			pmagpy-4.2.24-1	7.389999999999999e-08	7.23e-10	4e-10	2.1399999999999998e-10
BD1-10a_LP-DIR-AF-32	BD1-10a	BD1-10a_LP-DIR-AF	0.4	145.2	35.5	0.1	0	0	0	31	273	This study	hargrave 2019-09-14 21:04:14	LT-AF-Z:LP-DIR-AF	g	32	u	8	273			pmagpy-4.2.24-1	7.44e-08	5.559999999999999e-10	4.74e-10	1.93e-10
BD1-10a_LP-DIR-AF-33	BD1-10a	BD1-10a_LP-DIR-AF	0.6	119.8	29.8	0.105	0	0	0	32	273	This study	hargrave 2019-09-14 21:05:34	LT-AF-Z:LP-DIR-AF	g	33	u	8	273			pmagpy-4.2.24-1	7.57e-08	7.74e-10	6.990000000000001e-10	4.04e-10
BD1-10a_LP-DIR-AF-34	BD1-10a	BD1-10a_LP-DIR-AF	0.4	140.2	19.7	0.11	0	0	0	33	273	This study	hargrave 2019-09-14 21:06:54	LT-AF-Z:LP-DIR-AF	g	34	u	8	273			pmagpy-4.2.24-1	8.310000000000001e-08	3.4e-10	8.68e-10	2.53e-10
BD1-10a_LP-DIR-AF-35	BD1-10a	BD1-10a_LP-DIR-AF	0.7	132.4	47.1	0.115	0	0	0	34	273	This study	hargrave 2019-09-14 21:08:14	LT-AF-Z:LP-DIR-AF	g	35	u	8	273			pmagpy-4.2.24-1	7.44e-08	9.379999999999999e-10	4.48e-10	3.34e-10
BD1-10a_LP-DIR-AF-36	BD1-10a	BD1-10a_LP-DIR-AF	0.4	153.9	43.6	0.12	0	0	0	35	273	This study	hargrave 2019-09-14 21:09:34	LT-AF-Z:LP-DIR-AF	g	36	u	8	273			pmagpy-4.2.24-1	8.55e-08	4.15e-10	4.3700000000000004e-10	3.28e-10
BD1-10a_LP-DIR-AF-37	BD1-10a	BD1-10a_LP-DIR-AF	1	135.6	38.6	0.125	0	0	0	36	273	This study	hargrave 2019-09-14 21:10:55	LT-AF-Z:LP-DIR-AF	g	37	u	8	273			pmagpy-4.2.24-1	3.58e-08	7.689999999999999e-10	1.8499999999999998e-10	1.5800000000000002e-10
BD1-10a_LP-DIR-AF-38	BD1-10a	BD1-10a_LP-DIR-AF	0.6	111.3	51.7	0.13	0	0	0	37	273	This study	hargrave 2019-09-14 21:12:17	LT-AF-Z:LP-DIR-AF	g	38	u	8	273			pmagpy-4.2.24-1	8.75e-08	8.06e-10	5.81e-10	2.51e-10
BD1-11a_LP-DIR-AF-39	BD1-11a	BD1-11a_LP-DIR-AF	0.4	126.6	22	0	0	0	0	0	273	This study	hargrave 2019-09-14 21:15:52	LT-NO:LP-DIR-AF	g	39	u	8	273			pmagpy-4.2.24-1	2.26e-05	9.59e-08	9.73e-08	8.949999999999997e-08
BD1-11a_LP-DIR-AF-40	BD1-11a	BD1-11a_LP-DIR-AF	0.4	126.4	22.2	0.001	0	0	0	1	273	This study	hargrave 2019-09-14 21:17:11	LT-AF-Z:LP-DIR-AF	g	40	u	8	273			pmagpy-4.2.24-1	2.25e-05	1.05e-07	1.13e-07	9.009999999999999e-08
BD1-11a_LP-DIR-AF-41	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.9	22.3	0.002	0	0	0	2	273	This study	hargrave 2019-09-14 21:18:30	LT-AF-Z:LP-DIR-AF	g	41	u	8	273			pmagpy-4.2.24-1	2.23e-05	9.5e-08	1.0199999999999999e-07	8.890000000000002e-08
BD1-11a_LP-DIR-AF-42	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.6	22.2	0.003	0	0	0	3	273	This study	hargrave 2019-09-14 21:19:49	LT-AF-Z:LP-DIR-AF	g	42	u	8	273			pmagpy-4.2.24-1	2.2e-05	9.980000000000001e-08	1.1e-07	8.77e-08
BD1-11a_LP-DIR-AF-43	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.4	22.2	0.004	0	0	0	4	273	This study	hargrave 2019-09-14 21:21:08	LT-AF-Z:LP-DIR-AF	g	43	u	8	273			pmagpy-4.2.24-1	2.14e-05	1.0300000000000001e-07	1.08e-07	8.6e-08
BD1-11a_LP-DIR-AF-44	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.3	22.1	0.005	0	0	0	5	273	This study	hargrave 2019-09-14 21:22:26	LT-AF-Z:LP-DIR-AF	g	44	u	8	273			pmagpy-4.2.24-1	2.07e-05	9.460000000000001e-08	1.0099999999999999e-07	8.32e-08
BD1-11a_LP-DIR-AF-45	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.3	22.2	0.006	0	0	0	6	273	This study	hargrave 2019-09-14 21:24:35	LT-AF-Z:LP-DIR-AF	g	45	u	8	273			pmagpy-4.2.24-1	1.98e-05	8.59e-08	9.54e-08	7.940000000000001e-08
BD1-11a_LP-DIR-AF-46	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.3	22.2	0.007	0	0	0	7	273	This study	hargrave 2019-09-14 21:25:54	LT-AF-Z:LP-DIR-AF	g	46	u	8	273			pmagpy-4.2.24-1	1.87e-05	8.65e-08	9.13e-08	7.46e-08
BD1-11a_LP-DIR-AF-47	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.3	22.2	0.008	0	0	0	8	273	This study	hargrave 2019-09-14 21:27:13	LT-AF-Z:LP-DIR-AF	g	47	u	8	273			pmagpy-4.2.24-1	1.74e-05	8.46e-08	8.730000000000001e-08	6.94e-08
BD1-11a_LP-DIR-AF-48	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.3	22.2	0.009	0	0	0	9	273	This study	hargrave 2019-09-14 21:28:32	LT-AF-Z:LP-DIR-AF	g	48	u	8	273			pmagpy-4.2.24-1	1.6e-05	7.72e-08	7.91e-08	6.349999999999999e-08
BD1-11a_LP-DIR-AF-49	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.3	22.2	0.01	0	0	0	10	273	This study	hargrave 2019-09-14 21:30:39	LT-AF-Z:LP-DIR-AF	g	49	u	8	273			pmagpy-4.2.24-1	1.47e-05	6.440000000000001e-08	6.950000000000001e-08	5.79e-08
BD1-11a_LP-DIR-AF-50	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.5	22.4	0.012	0	0	0	11	273	This study	hargrave 2019-09-14 21:31:58	LT-AF-Z:LP-DIR-AF	g	50	u	8	273			pmagpy-4.2.24-1	1.21e-05	5.52e-08	5.7400000000000004e-08	4.7599999999999996e-08
BD1-11a_LP-DIR-AF-51	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.4	22.3	0.014	0	0	0	12	273	This study	hargrave 2019-09-14 21:34:05	LT-AF-Z:LP-DIR-AF	g	51	u	8	273			pmagpy-4.2.24-1	9.84e-06	4.36e-08	4.6799999999999996e-08	3.85e-08
BD1-11a_LP-DIR-AF-52	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.7	22.1	0.016	0	0	0	13	273	This study	hargrave 2019-09-14 21:36:12	LT-AF-Z:LP-DIR-AF	g	52	u	8	273			pmagpy-4.2.24-1	7.91e-06	3.55e-08	3.7400000000000004e-08	3.0499999999999995e-08
BD1-11a_LP-DIR-AF-53	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.8	22.1	0.018	0	0	0	14	273	This study	hargrave 2019-09-14 21:37:31	LT-AF-Z:LP-DIR-AF	g	53	u	8	273			pmagpy-4.2.24-1	6.39e-06	2.8300000000000002e-08	2.96e-08	2.48e-08
BD1-11a_LP-DIR-AF-54	BD1-11a	BD1-11a_LP-DIR-AF	0.4	125.6	22.2	0.02	0	0	0	15	273	This study	hargrave 2019-09-14 21:38:49	LT-AF-Z:LP-DIR-AF	g	54	u	8	273			pmagpy-4.2.24-1	5.12e-06	2.3799999999999998e-08	2.41e-08	1.98e-08
BD1-11a_LP-DIR-AF-55	BD1-11a	BD1-11a_LP-DIR-AF	0.4	127.2	22.5	0.025	0	0	0	16	273	This study	hargrave 2019-09-14 21:40:08	LT-AF-Z:LP-DIR-AF	g	55	u	8	273			pmagpy-4.2.24-1	3.21e-06	1.53e-08	1.59e-08	1.24e-08
BD1-11a_LP-DIR-AF-56	BD1-11a	BD1-11a_LP-DIR-AF	0.4	127.2	22.6	0.03	0	0	0	17	273	This study	hargrave 2019-09-14 21:42:15	LT-AF-Z:LP-DIR-AF	g	56	u	8	273			pmagpy-4.2.24-1	2.02e-06	9.350000000000001e-09	1.01e-08	7.68e-09
BD1-11a_LP-DIR-AF-57	BD1-11a	BD1-11a_LP-DIR-AF	0.4	127.5	20.8	0.035	0	0	0	18	273	This study	hargrave 2019-09-14 21:43:34	LT-AF-Z:LP-DIR-AF	g	57	u	8	273			pmagpy-4.2.24-1	1.34e-06	6.57e-09	6.629999999999999e-09	5.18e-09
BD1-11a_LP-DIR-AF-58	BD1-11a	BD1-11a_LP-DIR-AF	0.4	129.8	19.6	0.04	0	0	0	19	273	This study	hargrave 2019-09-14 21:45:41	LT-AF-Z:LP-DIR-AF	g	58	u	8	273			pmagpy-4.2.24-1	9.35e-07	4.62e-09	4.63e-09	3.5200000000000007e-09
BD1-11a_LP-DIR-AF-59	BD1-11a	BD1-11a_LP-DIR-AF	0.4	127.8	18.5	0.045	0	0	0	20	273	This study	hargrave 2019-09-14 21:47:00	LT-AF-Z:LP-DIR-AF	g	59	u	8	273			pmagpy-4.2.24-1	6.65e-07	3.4000000000000007e-09	3.19e-09	2.65e-09
BD1-11a_LP-DIR-AF-60	BD1-11a	BD1-11a_LP-DIR-AF	0.4	128.7	16.1	0.05	0	0	0	21	273	This study	hargrave 2019-09-14 21:48:18	LT-AF-Z:LP-DIR-AF	g	60	u	8	273			pmagpy-4.2.24-1	5.24e-07	2.6e-09	2.26e-09	2.0999999999999998e-09
BD1-11a_LP-DIR-AF-61	BD1-11a	BD1-11a_LP-DIR-AF	0.4	130.7	18.3	0.055	0	0	0	22	273	This study	hargrave 2019-09-14 21:49:38	LT-AF-Z:LP-DIR-AF	g	61	u	8	273			pmagpy-4.2.24-1	4.0399999999999996e-07	1.7699999999999999e-09	1.99e-09	1.7600000000000001e-09
BD1-11a_LP-DIR-AF-62	BD1-11a	BD1-11a_LP-DIR-AF	0.4	130.5	17.4	0.06	0	0	0	23	273	This study	hargrave 2019-09-14 21:50:57	LT-AF-Z:LP-DIR-AF	g	62	u	8	273			pmagpy-4.2.24-1	3.45e-07	1.58e-09	1.4199999999999999e-09	1.3800000000000002e-09
BD1-11a_LP-DIR-AF-63	BD1-11a	BD1-11a_LP-DIR-AF	0.4	127.2	15.9	0.065	0	0	0	24	273	This study	hargrave 2019-09-14 21:52:16	LT-AF-Z:LP-DIR-AF	g	63	u	8	273			pmagpy-4.2.24-1	2.65e-07	1.26e-09	1.02e-09	1.07e-09
BD1-11a_LP-DIR-AF-64	BD1-11a	BD1-11a_LP-DIR-AF	0.4	135.9	22.1	0.07	0	0	0	25	273	This study	hargrave 2019-09-14 21:53:35	LT-AF-Z:LP-DIR-AF	g	64	u	8	273			pmagpy-4.2.24-1	2.52e-07	1.35e-09	1.0800000000000002e-09	9.139999999999999e-10
BD1-11a_LP-DIR-AF-65	BD1-11a	BD1-11a_LP-DIR-AF	0.5	131.0	22	0.075	0	0	0	26	273	This study	hargrave 2019-09-14 21:54:54	LT-AF-Z:LP-DIR-AF	g	65	u	8	273			pmagpy-4.2.24-1	1.95e-07	1.0400000000000001e-09	8.96e-10	1.18e-09
BD1-11a_LP-DIR-AF-66	BD1-11a	BD1-11a_LP-DIR-AF	0.4	133.8	22	0.08	0	0	0	27	273	This study	hargrave 2019-09-14 21:56:13	LT-AF-Z:LP-DIR-AF	g	66	u	8	273			pmagpy-4.2.24-1	1.56e-07	1.24e-09	8.38e-10	4.979999999999999e-10
BD1-11a_LP-DIR-AF-67	BD1-11a	BD1-11a_LP-DIR-AF	0.5	139.9	25.3	0.085	0	0	0	28	273	This study	hargrave 2019-09-14 21:57:32	LT-AF-Z:LP-DIR-AF	g	67	u	8	273			pmagpy-4.2.24-1	1.65e-07	1.06e-09	8.52e-10	6.59e-10
BD1-11a_LP-DIR-AF-68	BD1-11a	BD1-11a_LP-DIR-AF	0.5	144.7	11.5	0.09	0	0	0	29	273	This study	hargrave 2019-09-14 21:58:51	LT-AF-Z:LP-DIR-AF	g	68	u	8	273			pmagpy-4.2.24-1	1.68e-07	1.07e-09	9.7e-10	7.66e-10
BD1-11a_LP-DIR-AF-69	BD1-11a	BD1-11a_LP-DIR-AF	0.4	143.7	15.7	0.095	0	0	0	30	273	This study	hargrave 2019-09-14 22:00:10	LT-AF-Z:LP-DIR-AF	g	69	u	8	273			pmagpy-4.2.24-1	1.6300000000000002e-07	1.1e-09	8.3e-10	7.639999999999999e-10
BD1-11a_LP-DIR-AF-70	BD1-11a	BD1-11a_LP-DIR-AF	0.3	137.9	17.6	0.1	0	0	0	31	273	This study	hargrave 2019-09-14 22:01:30	LT-AF-Z:LP-DIR-AF	g	70	u	8	273			pmagpy-4.2.24-1	1.1e-07	6.16e-10	7.530000000000001e-10	1.78e-10
BD1-11a_LP-DIR-AF-71	BD1-11a	BD1-11a_LP-DIR-AF	0.4	154.3	15.7	0.105	0	0	0	32	273	This study	hargrave 2019-09-14 22:02:49	LT-AF-Z:LP-DIR-AF	g	71	u	8	273			pmagpy-4.2.24-1	1.6e-07	9.95e-10	8.110000000000001e-10	5.48e-10
BD1-11a_LP-DIR-AF-72	BD1-11a	BD1-11a_LP-DIR-AF	0.5	150.0	-3.6	0.11	0	0	0	33	273	This study	hargrave 2019-09-14 22:04:10	LT-AF-Z:LP-DIR-AF	g	72	u	8	273			pmagpy-4.2.24-1	1.06e-07	1.06e-09	8.28e-10	2.75e-10
BD1-11a_LP-DIR-AF-73	BD1-11a	BD1-11a_LP-DIR-AF	0.5	153.5	40.2	0.115	0	0	0	34	273	This study	hargrave 2019-09-14 22:05:29	LT-AF-Z:LP-DIR-AF	g	73	u	8	273			pmagpy-4.2.24-1	1.11e-07	7.45e-10	5.26e-10	4.14e-10
BD1-11a_LP-DIR-AF-74	BD1-11a	BD1-11a_LP-DIR-AF	0.7	178.7	38.5	0.12	0	0	0	35	273	This study	hargrave 2019-09-14 22:06:50	LT-AF-Z:LP-DIR-AF	g	74	u	8	273			pmagpy-4.2.24-1	1.11e-07	8.800000000000002e-10	9.94e-10	4.200000000000001e-10
BD1-11a_LP-DIR-AF-75	BD1-11a	BD1-11a_LP-DIR-AF	0.8	154.9	40.9	0.125	0	0	0	36	273	This study	hargrave 2019-09-14 22:08:10	LT-AF-Z:LP-DIR-AF	g	75	u	8	273			pmagpy-4.2.24-1	1.55e-07	1.3400000000000001e-09	1.62e-09	5.41e-10
BD1-11a_LP-DIR-AF-76	BD1-11a	BD1-11a_LP-DIR-AF	0.8	174.7	27.9	0.13	0	0	0	37	273	This study	hargrave 2019-09-14 22:09:32	LT-AF-Z:LP-DIR-AF	g	76	u	8	273			pmagpy-4.2.24-1	7.58e-08	1.0300000000000002e-09	7.13e-10	3.08e-10
BD1-12a_LP-DIR-AF-77	BD1-12a	BD1-12a_LP-DIR-AF	0.5	120.7	29.8	0	0	0	0	0	273	This study	hargrave 2019-09-14 22:11:04	LT-NO:LP-DIR-AF	g	77	u	8	273			pmagpy-4.2.24-1	3.14e-06	1.6e-08	1.6399999999999998e-08	1.23e-08
BD1-12a_LP-DIR-AF-78	BD1-12a	BD1-12a_LP-DIR-AF	0.5	120.6	29.9	0.001	0	0	0	1	273	This study	hargrave 2019-09-14 22:12:23	LT-AF-Z:LP-DIR-AF	g	78	u	8	273			pmagpy-4.2.24-1	3.11e-06	1.6399999999999998e-08	1.67e-08	1.2e-08
BD1-12a_LP-DIR-AF-79	BD1-12a	BD1-12a_LP-DIR-AF	0.5	120.0	30.3	0.002	0	0	0	2	273	This study	hargrave 2019-09-14 22:13:42	LT-AF-Z:LP-DIR-AF	g	79	u	8	273			pmagpy-4.2.24-1	3.06e-06	1.62e-08	1.65e-08	1.2e-08
BD1-12a_LP-DIR-AF-80	BD1-12a	BD1-12a_LP-DIR-AF	0.5	119.4	30.6	0.003	0	0	0	3	273	This study	hargrave 2019-09-14 22:15:02	LT-AF-Z:LP-DIR-AF	g	80	u	8	273			pmagpy-4.2.24-1	3e-06	1.58e-08	1.57e-08	1.1499999999999999e-08
